,text,pre_annotation,all,agreement %
a_397,A veces mis compañeros me hacen pensar que no quieren que siga en el equipo.,[],['leer la mente'],0.0
a_1413,No tenía manera de saber que eso iba a suceder para haberla podido avisado,[],[],0.0
a_499,"Todos estamos nerviosos a veces, no me juzgarán por ello",[],[],0.0
a_400,"A través de una mirada no puedo saber si me quiere o no. Como mucho, lo puedo intuir.",[],[],0.0
a_1265,"Siento que no me merezco lo que tengo, pero puede que sea solo una sensación, he hecho cosas buenas",[],[],0.0
d_415,"Nunca me lo ha dicho pero, sé que no le gusta mi actitud",['leer la mente'],['leer la mente'],100.0
a_1241,"Me fastidió que lloviera, pero es cierto que pude disfrutar de los demás días del viaje ",[],[],0.0
d_435,"Mis hijos pasan más tiempo con sus amigos que conmigo. Debe ser que ya no me quieren como antes, estoy segura. ",['leer la mente'],"['leer la mente', 'abstracción selectiva']",100.0
a_671,Algunas situaciones me asustan,[],[],0.0
d_635,mis padres son insufribles,['etiquetado'],['etiquetado'],100.0
a_1383,"Mi madre lleva tiempo muy triste, pero la tristeza no es algo permanente, creo que se puede recuperar",[],[],0.0
a_264,"Aunque ahora no lo vea, puedo tener éxito",[],[],0.0
d_725,Mis padres son lo peor,['etiquetado'],['etiquetado'],100.0
t_300,estoy convencido de que cambiarán cosas con el tiempo,[],[],0.0
d_366,Estoy seguro de que mi pareja no confía en mí,['leer la mente'],['leer la mente'],100.0
a_909,mi pareja es de las personas que mejor me conoce y justamente es por como soy por lo que está conmigo,[],[],0.0
d_933,si suspendo el examen sé que no podré recuperarlo,['adivinación'],['adivinación'],100.0
a_654,Es un persona que parece tener muchos proyectos,[],[],0.0
a_1270,"Ahora mismo siento que soy un desastre, pero si lo tengo todo en cuenta, puede que no lo sea de verdad",[],[],0.0
a_647,Hay ciertas cosas que a mi mujer le cuesta contarme,[],[],0.0
d_747,O tengo hijos o pensarán que no valgo como mujer ,"['pensamiento absolutista', 'leer la mente', 'abstracción selectiva']",['pensamiento absolutista'],33.33333333333333
a_969,Si hablo con ellos y les explico mi punto de vista es probable que ellos inenten entenderme,[],[],0.0
t_406,Me he manchado las manos trabajando duro y estoy satisfecho.,[],[],0.0
t_231,Sé muy bien cuales son mis limitaciones.,[],[],0.0
a_545,"Mis amigos pueden no darse cuenta de que a veces me enfado, y por eso es mejor que lo exprese yo en confianza y así seguro que lo sabrán.",[],[],0.0
t_398,Seguro que mi pareja y yo conseguimos encontrar piso dentro de poco,[],[],0.0
d_1158,Respondí todas las preguntas del examen excepto una. Seguro que el examen me fue mal,"['abstracción selectiva', 'adivinación']",['abstracción selectiva'],50.0
t_393,No tener pareja me supone menos dolores de cabeza en mi vida,[],[],0.0
a_261,Fracasar a veces no implica fracasar siempre,[],[],0.0
a_1173,Una mancha en la ropa no puede determinar como irá toda la noche,[],[],0.0
d_1499,"A mi marido no le ha gustado la cena que he preparado, seguro que es porque no cocino nada bien",['personalización'],['abstracción selectiva'],0.0
a_496,"Puedo sentirme mal y no tengo porque fingir lo contrario, es natural",[],[],0.0
a_831,La amistad se basa en la sinceridad y poder decirle al otro lo que pienso,[],[],0.0
d_709,mi hijo es terrible,['etiquetado'],['etiquetado'],100.0
a_1316,"Siento como si pesara 200 kilos después de comer el pastel, pero sé que no es real. En un rato ya no notaré esta pesadez",[],[],0.0
d_1515,"He cogido el covid esta semana, es mi culpa por haber salido, debería haberme quedado en casa","['personalización', 'imperativos']",['personalización'],50.0
d_886,estoy convencido de que no podré,['adivinación'],['adivinación'],100.0
d_479,"Tengo que ser más simpático, la gente no se acerca a mi",['imperativos'],['imperativos'],100.0
a_1195,"Aunque han habido imprevistos, también se han dado momentos divertidos, por lo que el día no ha sido tan horrible. ",[],[],0.0
a_239,"Aunque haya gente que me ignore, no quiere decir que todo el mundo lo haga",[],[],0.0
a_436,"Para saber lo que piensa mi hijo, es mejor que le pregunte. ",[],[],0.0
t_338,Puede que pase un mal trago (momento),[],[],0.0
d_1281,Si algo no me preocupa significa que no es importante,['razonamiento emocional'],['razonamiento emocional'],100.0
d_331,No puedo termniar nada,['sobregeneralización'],['sobregeneralización'],100.0
d_1257,"Soy la responsable de que mi hijo sea un miedoso, pues siempre lo he sobreprotegido","['abstracción selectiva', 'personalización']",['personalización'],50.0
d_1282,"Siento que los demás me envidian, debo ser muy buena en lo mio",['razonamiento emocional'],['leer la mente'],0.0
d_1046,"doy asco, soy lo peor, intolerable","['catastrofismo', 'etiquetado']","['etiquetado', 'catastrofismo']",100.0
d_560,Mi pareja debería estar más por mi,['imperativos'],['imperativos'],100.0
d_1359,Si no me relajo me dará un ataque al corazón,"['razonamiento emocional', 'catastrofismo']","['adivinación', 'razonamiento emocional']",50.0
d_761,Si no soy buena persona no me querrán ,['pensamiento absolutista'],['pensamiento absolutista'],100.0
a_288,No puedo tener todo bajo control siempre,[],[],0.0
d_977,Estoy seguro que mi pareja ya no me quiere,['adivinación'],['leer la mente'],0.0
d_252,Siempre le tengo que caer bien a los demás ,"['sobregeneralización', 'imperativos']",['imperativos'],50.0
a_1378,"Suelo emocionarme por muchas cosas  y aunque me emocione, sigo adelante. Se puede ser sensible y fuerte a la vez, ambas  cosas son buenas ",[],[],0.0
a_933,"no sé si suspenderé el examen, y si pasa aún tengo la oportunidad de recuperarlo",[],[],0.0
d_858,"Si no le digo a todo que sí, van a dejar de llamarme.",['pensamiento absolutista'],['pensamiento absolutista'],100.0
a_356,No se si le caigo bien o no porque no le he preguntado,[],[],0.0
a_778,Puedo hacer bien mi trabajo aunque a veces las cosas no estén perfectas,[],[],0.0
d_926,por mucho que me esfuerce voy a perder el trabajo ,['adivinación'],['adivinación'],100.0
d_416,"Sé que en el fondo, le incomoda mi presencia ",['leer la mente'],['leer la mente'],100.0
t_294,sé que puedo conseguir cosas si me esfuerzo,[],[],0.0
d_466,"Mis amigas piensan que soy una bocazas, creo que entre ellas hablan cosas que no me dicen a mi","['leer la mente', 'etiquetado']",['leer la mente'],50.0
d_1514,"Estaba cuidando de mis hermanos pequeños y han roto un jarron, es mi culpa por no haberles vigilado suficiente",['personalización'],['personalización'],100.0
a_1272,"Si no estoy contenta estudiando, puede que sea porque me siento frustrada, y cualquier alternativa a estar estudiando me parece mejor",[],[],0.0
a_948,"sea cual sea el resultado del partido, lo importante es disfrutar el momento y jugar lo mejor posible",[],[],0.0
d_1399,"Juan habla siempre con mucha gente, seguro que es más sociable que yo.",['personalización'],[],0.0
t_204,Nunca me ha gustado el chocolate,[],[],0.0
d_937,estoy seguro que nadie me querrá,['adivinación'],['adivinación'],100.0
a_1346,"Si no estas motivado con este trabajo puede que no te guste el tema, pero también puede ser por otros motivos. Quizás no te estás implicando suficiente, por ejemplo",[],[],0.0
d_969,Mis padres no me van a comprender nunca,"['adivinación', 'sobregeneralización']",['adivinación'],50.0
a_259,"Aunque haya tenido malas experiencias, no hay que desconfiar de todo el mundo",[],[],0.0
a_557,Es importante que mi marido y yo nos cuidemos mutuamente,[],[],0.0
t_279,O les cocino en el punto de sal o no me aceptarán la comida y la rechazarán,[],['pensamiento absolutista'],0.0
a_734,Estaría bien intentar priorizar mis necesidades y cunado tenga tiempo ayudar a los demás,[],[],0.0
t_350,Pueden llamarte la atención si no entregas informes en el plazo establecido,[],[],0.0
d_982,Seguro que fallo el penalti,['adivinación'],['adivinación'],100.0
a_991,No puedo saber lo que va a pensar mi padre de mi antes que hacer nada.,[],[],0.0
d_1331,"No me he sentido feliz hoy con mi pareja, quizás ya no me gusta",['razonamiento emocional'],['razonamiento emocional'],100.0
a_672,mi padre a menudo se enfada por cosas poco importantes,[],[],0.0
d_442,Mi padre piensa que jamás seré una persona de provecho,['leer la mente'],['leer la mente'],100.0
d_1275,Si alguien hace algo que me duele es porque no me quiere,"['razonamiento emocional', 'leer la mente']",['abstracción selectiva'],0.0
d_389,Estoy convencido de que no quieren ser mis amigos,['leer la mente'],['leer la mente'],100.0
t_430,"Siento verguenza por lo mal que lo he hecho, ojala no lo hayan notado",[],[],0.0
a_1275,"Si alguien hace algo que me duele puede ser por muchos motivos, por ejemplo, que lo haya hecho sin querer",[],[],0.0
d_1341,"Nada me pone contenta últimamente, seguro que tengo depresión",['razonamiento emocional'],['sobregeneralización'],0.0
a_943,"hasta que no vaya no puedo saber cómo me sentiré, es mejor probar ",[],[],0.0
d_302,"Si algo va mal, siempre irá mal ",['sobregeneralización'],['adivinación'],0.0
a_1314,"No me siento querida, pero eso no implica que tenga malos amigos, puede que solo sea mi sensación. Puedo probar a acercarme más a ellos a ver si me siento mejor.",[],[],0.0
a_1217,"Me gusta que nieve, preferiría que así fuera. En cualquier caso, podré disfrutar de otros aspectos de la navidad.",[],[],0.0
d_925,si voy a la fiesta sé que nadie me hablará,['adivinación'],['adivinación'],100.0
a_1284,"Me parece que como no tenías razón, te has enfadado en vez de seguir hablando calmadamente, pero quizás te has enfadado por otra cosa ",[],[],0.0
d_1329,"Si no me siento valorarada, debería dejar la empresa","['razonamiento emocional', 'imperativos']",['razonamiento emocional'],50.0
d_1413,"Mi hermana se ha pegado en el colegio, debí haberla avisado que eso podía suceder.","['personalización', 'imperativos']",[],0.0
d_1231,"Pese a que me reí mucho en la fiesta, no ligué con nadie, por lo que fue un desastre de noche","['abstracción selectiva', 'catastrofismo']",['pensamiento absolutista'],0.0
d_1426,"Pepe y Manuel se estan riendo, seguro que es de mi.",['personalización'],['leer la mente'],0.0
d_962,"Estoy convencida de que les voy a caer mal, mejor no voy a la cena",['adivinación'],['adivinación'],100.0
d_1038,Esto es lo peor del mundo,['catastrofismo'],['catastrofismo'],100.0
a_554,"Me sienta mal que mis hijos me vean triste, aunque quizás podría compartir más mis sentimientos con ellos y enseñarles que es algo sano",[],[],0.0
a_441,No sé lo que piensa el grupo de mí; nunca me han dicho que no me quieran en el grupo.,[],[],0.0
a_1057,no puedo saber las cosas que pueden pasar. Es mejor no anticiparme e ir viendo día a día,[],[],0.0
t_214,Jamas he intentado hablar chino,[],[],0.0
a_940,"la entrevista es una oportunidad, puede ayudar a sentirme mejor y ser una oportunidad",[],[],0.0
a_1508,No tengo manera de saber lo que estaban pensando,[],[],0.0
d_951,no voy a pasar la entrevista de trabajo,['adivinación'],['adivinación'],100.0
t_304,Seguro que hoy me duermo antes de las 12,[],[],0.0
t_428,"Hoy me siento mal, sentirse mal es una mierda",[],[],0.0
a_1243,No sé el motivo por el cual quiere hablar conmigo. No tengo motivos para pensar que me quiere dejar,[],[],0.0
a_1261,"Me siento triste y me parece que solo me pasan desgracias, pero esto lo estoy sintiendo ahora que estoy en un estado de tristeza, en otros momentos lo veo distinto",[],[],0.0
a_1068,"no podemos escoger el momento en que nos suceden algunas cosas, pero sí como respondemos ante ellas",[],[],0.0
d_1206,"No valgo como nutricionista porque, a pesar de que recibo buenas valoraciones, ayer un paciente no siguió mis indicaciones. ","['abstracción selectiva', 'personalización']",['abstracción selectiva'],50.0
t_407,"Al finalizar la obra, aplaudieron todos y nos fuimos a casa. ",[],[],0.0
a_324,"A veces me siento incomprendido, esto no implica que mis amigos no me entiendan",[],[],0.0
d_579,Debería dejar de existir,['imperativos'],"['imperativos', 'catastrofismo']",100.0
a_911,hasta que no llegue el momento no se puede saber como lo haré,[],[],0.0
a_1146,Que haya llegado tarde no significa necesariamente que ya no me quiera ,[],[],0.0
a_467,A veces me parece que la gente cree que soy tonta,[],['leer la mente'],0.0
d_592,Debo cambiar mi forma de ser,['imperativos'],['imperativos'],100.0
d_207,Mi pareja nunca quiere hacer nada por mí,['sobregeneralización'],['sobregeneralización'],100.0
a_304,"No puedo saber que pasará en el futuro, que haya comentido un error varias veces no significa que lo vaya a repetir",[],[],0.0
a_1043,"En  5 meses he engordado 5 Kg, a partir de ahora le dedicaré más tiempo a una alimentación buena (equilibrada) ",[],[],0.0
d_523,Tengo que ser el mejor en mi trabajo,['imperativos'],['pensamiento absolutista'],0.0
a_1446,Que mi madre me regañe no me convierte en mal hijo,[],[],0.0
a_253,Pueden haber peligros y eso no convierte el mundo en peligroso,[],[],0.0
a_806,Un exceso de control me desgasta y puede ser perjudicial para conseguir lo que quiero,[],[],0.0
d_597,"Deberia haber sido más atenta con mi pareja, así no me hubiese dejado",['imperativos'],"['imperativos', 'adivinación']",100.0
a_808,Hay muchas cosas que me dan valor además de la belleza,[],[],0.0
d_431,Estoy convencido de que mi jefe piensa que cobro demasaido para lo que hago,['leer la mente'],['leer la mente'],100.0
a_1127,"Hacer el ridiculo delante de alguien no es agradable, pero es algo pasajero que no va a recordar todos los días, lo puedo superar rápido",[],[],0.0
a_348,"He visto a mi madre reirse y no se de que, le puedo preguntar para estar más tranquila",[],[],0.0
d_363," Estoy convencido de que, en el fondo, mis compañeros de trabajo me tienen envidia",['leer la mente'],['leer la mente'],100.0
d_553,Debo mantener siempre a salvo a mis hijos,['imperativos'],['imperativos'],100.0
a_387,"Mi pareja realmente nunca me ha dicho que sea un aburrido, tendré que preguntarle para saber lo que piensa.",[],[],0.0
a_592,Puedo mejorar algunas cosas de mi forma de ser que no me gustan,[],[],0.0
d_320,Siempre me van a criticar,['sobregeneralización'],"['sobregeneralización', 'adivinación']",100.0
d_1287,"Hoy me siento genial, seguro que será un gran día","['razonamiento emocional', 'adivinación']",['razonamiento emocional'],50.0
a_1126,Creo que la cita no ha ido demasiado bien.,[],[],0.0
a_1295,"Si estoy nerviosa quizás hay algo que me preocupe, aunque aparentemente no encuentre razón. No tiene porque significar que pasará algo malo",[],[],0.0
d_876,sé que las cosas empeorarán,['adivinación'],['adivinación'],100.0
a_444,No hay motivos para pensar que me desea lo peor. ,[],[],0.0
a_650,"Ella a menudo piensa en negativo, aunque no siempre está igual",[],[],0.0
